sec,EEG,alpha,beta,delta,theta
3.805,-10.9741,-0.96984,-0.346302,-8.75135,-0.782985
3.81,-10.2966,-0.628816,-0.234672,-8.55854,-0.94035
3.815,-9.33228,-0.216407,-0.171448,-8.35968,-1.06305
3.82,-8.61816,0.218816,-0.122333,-8.15576,-1.14889
3.825,-8.08105,0.625595,-0.0237974,-7.94776,-1.19693
3.83,-7.62939,0.956351,0.154088,-7.7367,-1.20745
3.835,-6.73218,1.173,0.373565,-7.52357,-1.18201
3.84,-5.80444,1.25168,0.544542,-7.30935,-1.12347
3.845,-5.30396,1.18541,0.575484,-7.09502,-1.0356
3.85,-5.49316,0.984631,0.425768,-6.88154,-0.922876
3.855,-5.98145,0.67591,0.129181,-6.66986,-0.79034
3.86,-6.5918,0.298218,-0.221507,-6.46087,-0.643421
3.865,-6.84204,-0.102312,-0.514266,-6.25546,-0.487728
3.87,-6.46362,-0.478228,-0.659904,-6.05448,-0.328799
3.875,-6.37207,-0.786522,-0.61797,-5.85873,-0.171788
3.88,-6.53076,-0.993663,-0.401888,-5.66898,-0.0213286
3.885,-6.54297,-1.0793,-0.0710754,-5.48596,0.11854
3.89,-5.43823,-1.03824,0.283517,-5.31035,0.244421
3.895,-3.93066,-0.880487,0.558259,-5.14277,0.353702
3.9,-3.49121,-0.629313,0.662518,-4.98378,0.444685
3.905,-3.75977,-0.317866,0.550461,-4.83389,0.516522
3.91,-3.88184,0.0152492,0.249303,-4.69352,0.569095
3.915,-3.58887,0.330891,-0.135579,-4.56305,0.602995
3.92,-3.20435,0.594072,-0.451921,-4.44279,0.619421
3.925,-3.18604,0.777918,-0.563232,-4.333,0.62006
3.93,-3.54004,0.866255,-0.417163,-4.23386,0.60717
3.935,-3.59497,0.854794,-0.0799447,-4.14553,0.583226
3.94,-3.17993,0.750786,0.287631,-4.06809,0.550622
3.945,-3.06396,0.571331,0.506746,-4.00156,0.511665
3.95,-3.44238,0.340574,0.470424,-3.9459,0.468566
3.955,-4.21143,0.0864622,0.196907,-3.90101,0.423233
3.96,-4.79736,-0.162674,-0.181512,-3.86671,0.37717
3.965,-5.23071,-0.381309,-0.486419,-3.84278,0.331581
3.97,-5.52979,-0.549304,-0.579358,-3.82896,0.287215
3.975,-5.46265,-0.653329,-0.422095,-3.82493,0.244377
3.98,-5.12085,-0.687584,-0.0841907,-3.83032,0.202986
3.985,-4.63257,-0.653687,0.297527,-3.84475,0.16267
3.99,-4.10156,-0.559579,0.579808,-3.86775,0.12283
3.995,-3.8208,-0.418034,0.664616,-3.89886,0.0826567
4,-4.26025,-0.2448,0.526986,-3.93754,0.0413325
4.005,-4.6814,-0.0568419,0.21747,-3.98326,-0.00197797
4.01,-4.64478,0.128957,-0.156066,-4.03546,-0.0479253
4.015,-4.43726,0.297232,-0.463617,-4.09354,-0.0968541
4.02,-4.50439,0.435142,-0.598779,-4.15688,-0.148914
4.025,-4.69971,0.532768,-0.522494,-4.22484,-0.203895
4.03,-4.89502,0.583448,-0.283249,-4.29678,-0.261101
4.035,-4.49219,0.584077,0.00352716,-4.37207,-0.319472
4.04,-4.02832,0.535039,0.214624,-4.45006,-0.377674
4.045,-4.06494,0.439987,0.286996,-4.5301,-0.433944
4.05,-4.29688,0.305688,0.249727,-4.61155,-0.486176
4.055,-4.65088,0.141907,0.194715,-4.69376,-0.53209
4.06,-5.27954,-0.0388011,0.202017,-4.77611,-0.569355
4.065,-5.77393,-0.221803,0.270191,-4.85798,-0.595726
4.07,-5.79834,-0.391175,0.306998,-4.93876,-0.609106
4.075,-5.71899,-0.53087,0.195565,-5.01786,-0.607654
4.08,-6.02417,-0.626341,-0.105158,-5.09469,-0.589953
4.085,-7.02515,-0.665923,-0.498139,-5.16872,-0.555116
4.09,-7.79419,-0.642428,-0.7792,-5.23944,-0.502723
4.095,-7.49512,-0.5545,-0.753882,-5.30635,-0.433082
4.1,-6.5918,-0.407297,-0.368051,-5.36898,-0.347197
4.105,-5.52368,-0.21255,0.23543,-5.42688,-0.246665
4.11,-4.62646,0.0120424,0.779607,-5.47967,-0.133728
4.115,-4.1748,0.244359,1.00238,-5.52699,-0.0111522
4.12,-4.15039,0.45992,0.801005,-5.56849,0.117769
4.125,-4.54102,0.634618,0.282381,-5.60386,0.249355
4.13,-4.49219,0.747586,-0.305991,-5.63282,0.379586
4.135,-4.28467,0.783984,-0.714529,-5.65514,0.504315
4.14,-4.3457,0.736969,-0.812336,-5.67061,0.61948
4.145,-4.5166,0.608893,-0.622878,-5.67907,0.72127
4.15,-4.30298,0.411331,-0.272231,-5.68039,0.806202
4.155,-3.94287,0.164217,0.0982442,-5.67449,0.871228
4.16,-3.76587,-0.106172,0.392594,-5.6613,0.913807
4.165,-3.79028,-0.370141,0.56799,-5.64078,0.932054
4.17,-3.94897,-0.598091,0.607054,-5.61294,0.924944
4.175,-4.30908,-0.763946,0.495762,-5.57781,0.892298
4.18,-4.83398,-0.848361,0.235825,-5.53546,0.834705
4.185,-5.31616,-0.841019,-0.123283,-5.48598,0.753636
4.19,-5.51147,-0.742039,-0.47091,-5.4295,0.651327
4.195,-5.50537,-0.561991,-0.670057,-5.36617,0.530632
4.2,-5.32227,-0.320663,-0.62773,-5.29616,0.39488
4.205,-5.08423,-0.0447617,-0.354185,-5.21969,0.247807
4.21,-4.83398,0.235104,0.031584,-5.13696,0.0934788
4.215,-4.26636,0.488044,0.362512,-5.04822,-0.0637939
4.22,-3.80249,0.686626,0.512422,-4.95371,-0.219685
4.225,-3.8147,0.809845,0.45791,-4.85374,-0.370054
4.23,-4.47998,0.845436,0.275186,-4.7486,-0.51107
4.235,-4.82788,0.791108,0.0796573,-4.63861,-0.639208
4.24,-5.19409,0.654627,-0.0468988,-4.5241,-0.751362
4.245,-5.57861,0.452596,-0.0947655,-4.40542,-0.844968
4.25,-5.70679,0.208292,-0.110182,-4.28292,-0.918031
4.255,-5.64575,-0.0512626,-0.144107,-4.15701,-0.969198
4.26,-5.9082,-0.298396,-0.207683,-4.02807,-0.997781
4.265,-6.36597,-0.507938,-0.263807,-3.8965,-1.00361
4.27,-6.52466,-0.659905,-0.256344,-3.7627,-0.987077
4.275,-5.93262,-0.741266,-0.152782,-3.62709,-0.949022
4.28,-4.93774,-0.746979,0.0305386,-3.4901,-0.890785
4.285,-4.39453,-0.680184,0.23377,-3.35217,-0.813997
4.29,-4.24805,-0.551378,0.381298,-3.21373,-0.720535
4.295,-3.75977,-0.376725,0.414217,-3.07521,-0.612521
4.3,-3.2959,-0.175927,0.312706,-2.93705,-0.492336
4.305,-2.97241,0.030063,0.102994,-2.7997,-0.362358
4.31,-2.65503,0.221265,-0.147284,-2.66361,-0.224996
4.315,-2.34375,0.380791,-0.346546,-2.52923,-0.0827165
4.32,-2.10571,0.496387,-0.410485,-2.39697,0.0619635
4.325,-1.98364,0.561167,-0.300292,-2.26729,0.206598
4.33,-1.63574,0.573572,-0.0532877,-2.14061,0.348916
4.335,-1.01929,0.537,0.217786,-2.01738,0.486736
4.34,-0.494385,0.458847,0.371103,-1.89802,0.617864
4.345,-0.32959,0.349309,0.311985,-1.78296,0.74018
4.35,-0.628662,0.220049,0.0580762,-1.67261,0.851613
4.355,-1.08032,0.0829841,-0.253362,-1.56738,0.950171
4.36,-1.41602,-0.0507784,-0.434257,-1.46767,1.03387
4.365,-1.34277,-0.171872,-0.356282,-1.37389,1.10078
4.37,-0.701904,-0.273195,-0.0382557,-1.28641,1.14907
4.375,-0.10376,-0.350026,0.350616,-1.20562,1.17698
4.38,-0.366211,-0.399826,0.585432,-1.13187,1.18295
4.385,-0.860596,-0.421838,0.523484,-1.0655,1.16563
4.39,-0.976563,-0.416822,0.196847,-1.00684,1.12394
4.395,-1.10474,-0.386551,-0.204688,-0.956228,1.05701
4.4,-1.15967,-0.333554,-0.454079,-0.913934,0.964448
4.405,-1.06812,-0.260949,-0.431823,-0.880229,0.846448
4.41,-1.03149,-0.172344,-0.199464,-0.855375,0.703942
4.415,-0.646973,-0.0719392,0.0495034,-0.839603,0.538592
4.42,-0.170898,0.0352719,0.13104,-0.833108,0.352725
4.425,-0.115967,0.143436,0.00522842,-0.836063,0.149371
4.43,-0.305176,0.245913,-0.192449,-0.848625,-0.0675951
4.435,-0.201416,0.335447,-0.247768,-0.870923,-0.293545
4.44,-0.177002,0.404487,-0.03035,-0.903051,-0.523302
4.445,-0.10376,0.445824,0.393343,-0.945072,-0.751239
4.45,-0.299072,0.453367,0.779842,-0.997016,-0.971291
4.455,-0.22583,0.422907,0.855654,-1.05889,-1.17716
4.46,-0.286865,0.353315,0.497995,-1.13065,-1.36262
4.465,-1.77612,0.247095,-0.16992,-1.21223,-1.52158
4.47,-3.33252,0.110712,-0.835483,-1.30353,-1.64827
4.475,-4.21753,-0.0455664,-1.17118,-1.40441,-1.73756
4.48,-4.07715,-0.208146,-1.01871,-1.5147,-1.7852
4.485,-3.50342,-0.361197,-0.469333,-1.63417,-1.78793
4.49,-3.10059,-0.488209,0.20349,-1.76257,-1.74367
4.495,-2.89307,-0.573493,0.708034,-1.89961,-1.65162
4.5,-3.22266,-0.604322,0.887384,-2.04496,-1.51246
4.505,-3.50952,-0.572956,0.770274,-2.19827,-1.32835
4.51,-3.35693,-0.478176,0.504688,-2.35915,-1.10288
4.515,-3.32642,-0.325855,0.235464,-2.52719,-0.841021
4.52,-3.43628,-0.128872,0.0173951,-2.70191,-0.549055
4.525,-3.72925,0.0935283,-0.182245,-2.88281,-0.23447
4.53,-3.80859,0.317504,-0.40853,-3.06934,0.0942717
4.535,-3.6499,0.517103,-0.640389,-3.26094,0.427979
4.54,-3.41187,0.667365,-0.776181,-3.45702,0.757028
4.545,-3.04565,0.7475,-0.697004,-3.65694,1.07174
4.55,-2.36206,0.743692,-0.360794,-3.86007,1.36274
4.555,-1.83105,0.651281,0.144478,-4.06574,1.62121
4.56,-1.5564,0.476067,0.630806,-4.27329,1.8391
4.565,-1.35498,0.234346,0.907273,-4.48203,2.00954
4.57,-1.41602,-0.0485753,0.88129,-4.69124,2.12705
4.575,-1.80664,-0.340904,0.596519,-4.90018,2.18774
4.58,-2.56348,-0.607956,0.190207,-5.10811,2.18944
4.585,-3.84521,-0.816321,-0.193108,-5.3143,2.13172
4.59,-4.73633,-0.938132,-0.469799,-5.51802,2.01603
4.595,-5.00488,-0.954841,-0.625734,-5.71853,1.84564
4.6,-5.40161,-0.859864,-0.674068,-5.91507,1.6255
4.605,-5.78003,-0.659896,-0.609689,-6.10692,1.36213
4.61,-6.17065,-0.374586,-0.404939,-6.29337,1.06335
4.615,-6.20728,-0.0346025,-0.0525236,-6.47374,0.737977
4.62,-5.68848,0.321885,0.382982,-6.64735,0.395589
4.625,-5.79834,0.653339,0.757292,-6.81354,0.046178
4.63,-6.21338,0.920031,0.903933,-6.9717,-0.300171
4.635,-6.43311,1.08921,0.727143,-7.12121,-0.633587
4.64,-7.15942,1.13913,0.270727,-7.26153,-0.944804
4.645,-8.5083,1.06178,-0.287508,-7.39211,-1.22551
4.65,-9.96704,0.864059,-0.718934,-7.51248,-1.46857
4.655,-10.6934,0.567096,-0.857128,-7.62219,-1.66817
4.66,-10.7788,0.20384,-0.67276,-7.72086,-1.82001
4.665,-10.9741,-0.184827,-0.270375,-7.80812,-1.9213
4.67,-11.3037,-0.555056,0.179252,-7.88368,-1.97087
4.675,-11.2488,-0.865341,0.52299,-7.94727,-1.96911
4.68,-11.377,-1.08155,0.677594,-7.9987,-1.91805
4.685,-11.3464,-1.18095,0.631844,-8.03784,-1.82111
4.69,-10.8276,-1.15475,0.418542,-8.06462,-1.68287
4.695,-10.7483,-1.00876,0.0909726,-8.07902,-1.50892
4.7,-10.4248,-0.762143,-0.28098,-8.08108,-1.30567
4.705,-9.80225,-0.444814,-0.605048,-8.07088,-1.07997
4.71,-9.0271,-0.0936601,-0.775094,-8.04859,-0.838821
4.715,-8.13599,0.252151,-0.707929,-8.0144,-0.589186
4.72,-7.08008,0.556011,-0.391275,-7.9686,-0.337802
4.725,-5.96313,0.78802,0.0898145,-7.9115,-0.0909072
4.73,-4.76685,0.928141,0.574193,-7.84349,0.145953
4.735,-4.04663,0.967937,0.88954,-7.765,0.368052
4.74,-3.97949,0.910763,0.924386,-7.67652,0.571464
4.745,-4.59595,0.770581,0.671692,-7.57858,0.753145
4.75,-5.2063,0.56928,0.222439,-7.47178,0.911051
4.755,-5.60303,0.333413,-0.278798,-7.35678,1.04405
4.76,-6.00586,0.0906203,-0.688437,-7.23425,1.15178
4.765,-6.68335,-0.13377,-0.902897,-7.1049,1.23458
4.77,-6.90308,-0.319601,-0.8752,-6.96948,1.29335
4.775,-6.54907,-0.453597,-0.617305,-6.82876,1.32946
4.78,-6.12793,-0.530061,-0.196521,-6.68358,1.34449
4.785,-5.74341,-0.550588,0.274189,-6.53476,1.34013
4.79,-5.2124,-0.522782,0.660632,-6.38318,1.31805
4.795,-4.84009,-0.458219,0.850081,-6.22971,1.27973
4.8,-4.60205,-0.370359,0.795307,-6.07523,1.22635
4.805,-4.78516,-0.272497,0.535948,-5.92063,1.15905
4.81,-5.24902,-0.176069,0.18061,-5.76682,1.07874
4.815,-5.59082,-0.0894443,-0.147278,-5.6147,0.986026
4.82,-5.51147,-0.0174583,-0.366564,-5.46517,0.881281
4.825,-5.25513,0.0383797,-0.464757,-5.31911,0.764673
4.83,-5.22461,0.0791347,-0.480868,-5.1774,0.636342
4.835,-5.0354,0.107624,-0.460796,-5.04089,0.496518
4.84,-4.87061,0.127392,-0.418007,-4.91039,0.345554
4.845,-4.82788,0.141751,-0.325585,-4.78671,0.184089
4.85,-4.47388,0.153212,-0.144381,-4.67062,0.013274
4.855,-3.80859,0.163127,0.135761,-4.56285,-0.165111
4.86,-3.35693,0.171858,0.469521,-4.46411,-0.348793
4.865,-3.21045,0.178904,0.761316,-4.37503,-0.535038
4.87,-3.41187,0.183317,0.898266,-4.2962,-0.72047
4.875,-3.86963,0.184181,0.794234,-4.22819,-0.901157
4.88,-4.3396,0.18094,0.430282,-4.1715,-1.07272
4.885,-5.10864,0.173418,-0.123286,-4.12659,-1.23035
4.89,-6.25,0.161592,-0.710906,-4.09386,-1.36906
4.895,-6.98242,0.14537,-1.12904,-4.07366,-1.48396
4.9,-7.35474,0.124334,-1.19816,-4.06628,-1.57039
4.905,-7.39746,0.0975491,-0.84666,-4.07196,-1.62412
4.91,-7.00684,0.063444,-0.16666,-4.09086,-1.64152
4.915,-6.32935,0.0199377,0.597069,-4.1231,-1.61972
4.92,-5.68237,-0.0349158,1.13982,-4.16873,-1.55697
4.925,-5.61523,-0.10232,1.23781,-4.22775,-1.45276
4.93,-6.05469,-0.181734,0.863639,-4.30009,-1.30791
4.935,-6.43311,-0.270067,0.205524,-4.38563,-1.12466
4.94,-6.86035,-0.361139,-0.429439,-4.48416,-0.906557
4.945,-7.28149,-0.445827,-0.776251,-4.59545,-0.65854
4.95,-6.92139,-0.512755,-0.7425,-4.71918,-0.386756
4.955,-6.18896,-0.549448,-0.434236,-4.855,-0.0984891
4.96,-5.3833,-0.54393,-0.0668507,-5.00251,0.198031
4.965,-4.84619,-0.486688,0.175076,-5.16124,0.494045
4.97,-4.56543,-0.372828,0.234579,-5.33068,0.78062
4.975,-4.13818,-0.203778,0.180784,-5.5103,1.04883
4.98,-3.52783,0.0118044,0.127196,-5.6995,1.29012
4.985,-3.19214,0.257784,0.137682,-5.89764,1.49653
4.99,-2.86255,0.511517,0.188281,-6.10408,1.66109
4.995,-2.55127,0.746128,0.205447,-6.31816,1.77823
5,-2.35596,0.93357,0.137988,-6.53917,1.84394
5.005,-2.55737,1.04784,0.00100816,-6.76639,1.85586
5.01,-2.98462,1.06855,-0.142008,-6.99906,1.81353
5.015,-3.68042,0.984257,-0.234193,-7.23643,1.71829
5.02,-4.48608,0.794687,-0.265333,-7.4777,1.57325
5.025,-5.43213,0.511755,-0.261116,-7.7221,1.38339
5.03,-6.03638,0.159069,-0.235621,-7.96882,1.15533
5.035,-6.85425,-0.230225,-0.157454,-8.2171,0.897026
5.04,-8.28247,-0.616738,0.0268912,-8.46612,0.61736
5.045,-9.41162,-0.9592,0.325018,-8.71513,0.325937
5.05,-9.93042,-1.21934,0.64278,-8.96334,0.0328617
5.055,-10.5103,-1.36671,0.801288,-9.21,-0.251817
5.06,-11.1023,-1.38245,0.637866,-9.45436,-0.518502
5.065,-11.7493,-1.26193,0.132205,-9.69569,-0.758354
5.07,-13.147,-1.01542,-0.537026,-9.93328,-0.963657
5.075,-13.8794,-0.667143,-1.0604,-10.1664,-1.12809
5.08,-13.7268,-0.252516,-1.16377,-10.3945,-1.24702
5.085,-12.8174,0.185877,-0.771849,-10.6168,-1.31763
5.09,-11.7188,0.602824,-0.0616475,-10.8328,-1.33902
5.095,-10.7178,0.955729,0.633862,-11.0419,-1.31225
5.1,-10.0159,1.20944,1.01185,-11.2435,-1.2402
5.105,-10.4187,1.3402,0.958666,-11.4372,-1.12752
5.11,-11.0107,1.33802,0.586649,-11.6225,-0.980415
5.115,-11.2366,1.20731,0.134949,-11.7989,-0.806357
5.12,-11.5234,0.965987,-0.190022,-11.9661,-0.61373
5.125,-12.1399,0.642806,-0.324007,-12.1236,-0.411454
5.13,-12.7747,0.273658,-0.340278,-12.2712,-0.208612
5.135,-13.2263,-0.102528,-0.352286,-12.4086,-0.014045
5.14,-13.7634,-0.448307,-0.405821,-12.5355,0.16398
5.145,-13.9465,-0.731674,-0.443098,-12.6517,0.318208
5.15,-13.9526,-0.929131,-0.360888,-12.7569,0.44275
5.155,-13.7756,-1.02749,-0.109384,-12.8511,0.533133
5.16,-13.4277,-1.02452,0.247724,-12.9342,0.586498
5.165,-13.2935,-0.928246,0.559501,-13.006,0.601821
5.17,-13.4216,-0.755297,0.682069,-13.0665,0.579969
5.175,-13.3423,-0.528454,0.569689,-13.1157,0.52366
5.18,-12.9822,-0.273706,0.297227,-13.1535,0.437182
5.185,-13.1348,-0.0172793,0.0025271,-13.1801,0.326177
5.19,-13.739,0.216977,-0.206415,-13.1954,0.197499
5.195,-14.1235,0.409648,-0.307841,-13.1996,0.0588849
5.2,-14.0442,0.547132,-0.348936,-13.1927,-0.0814968
5.205,-13.7024,0.622294,-0.377656,-13.1748,-0.215405
5.21,-13.446,0.634206,-0.385247,-13.1461,-0.334904
5.215,-13.3484,0.587777,-0.31135,-13.1067,-0.432779
5.22,-13.3423,0.492796,-0.108343,-13.0568,-0.502893
5.225,-13.147,0.36234,0.190577,-12.9965,-0.540407
5.23,-12.8418,0.211544,0.461506,-12.9262,-0.541995
5.235,-11.8103,0.0561699,0.559028,-12.8459,-0.506048
5.24,-11.4441,-0.0886841,0.419127,-12.7559,-0.4329
5.245,-12.0911,-0.209722,0.118137,-12.6565,-0.324864
5.25,-12.3962,-0.296667,-0.165408,-12.5478,-0.185984
5.255,-12.1521,-0.343001,-0.267809,-12.4302,-0.0218833
5.26,-11.5356,-0.34632,-0.156295,-12.3038,0.160418
5.265,-11.1023,-0.308598,0.0437734,-12.169,0.352854
5.27,-10.5774,-0.236187,0.137648,-12.0259,0.546655
5.275,-10.3699,-0.1393,0.00799094,-11.875,0.732691
5.28,-10.6201,-0.0308702,-0.284465,-11.7163,0.901793
5.285,-10.7239,0.0748778,-0.526536,-11.5502,1.04528
5.29,-10.2112,0.163854,-0.495296,-11.3771,1.15539
5.295,-9.49707,0.223744,-0.123893,-11.1971,1.22559
5.3,-8.53271,0.245671,0.427378,-11.0105,1.25086
5.305,-8.06885,0.225354,0.852332,-10.8177,1.22794
5.31,-8.24585,0.163927,0.884856,-10.619,1.15562
5.315,-8.6792,0.0683643,0.469185,-10.4146,1.03477
5.32,-9.16138,-0.0492463,-0.196178,-10.2048,0.868334
5.325,-9.93042,-0.173066,-0.769172,-9.99003,0.661279
5.33,-10.4919,-0.285326,-0.960402,-9.7705,0.420482
5.335,-10.4858,-0.36851,-0.692066,-9.54656,0.15437
5.34,-10.0708,-0.40785,-0.124483,-9.31855,-0.127385
5.345,-9.47876,-0.39366,0.451644,-9.08679,-0.414261
5.35,-9.17358,-0.322978,0.781234,-8.85165,-0.695323
5.355,-9.50928,-0.200421,0.764083,-8.61347,-0.959575
5.36,-9.82666,-0.0380136,0.469822,-8.3726,-1.1964
5.365,-9.78394,0.146048,0.0617461,-8.1294,-1.39607
5.37,-9.60693,0.329368,-0.303972,-7.88424,-1.55006
5.375,-9.59473,0.488173,-0.53773,-7.63751,-1.65147
5.38,-9.46655,0.60059,-0.616474,-7.38959,-1.69536
5.385,-9.24683,0.649701,-0.54819,-7.14087,-1.67904
5.39,-8.79517,0.625835,-0.344682,-6.89177,-1.6021
5.395,-7.92847,0.528103,-0.0276007,-6.6427,-1.46652
5.4,-7.14111,0.36506,0.345807,-6.39409,-1.27663
5.405,-6.92749,0.15379,0.670955,-6.14637,-1.03897
5.41,-6.7627,-0.0821384,0.82331,-5.89997,-0.761913
5.415,-6.62231,-0.315459,0.715678,-5.65538,-0.455482
5.42,-6.604,-0.518767,0.354201,-5.41305,-0.131045
5.425,-6.80542,-0.668093,-0.146417,-5.17347,0.199205
5.43,-6.95801,-0.745941,-0.602741,-4.93711,0.522829
5.435,-6.55518,-0.743488,-0.840497,-4.70445,0.827655
5.44,-5.5481,-0.661702,-0.772436,-4.47598,1.10222
5.445,-4.78516,-0.511057,-0.438259,-4.25218,1.33611
5.45,-3.6438,-0.310123,0.0129798,-4.03357,1.52045
5.455,-2.17285,-0.0831138,0.391216,-3.82063,1.64818
5.46,-1.15356,0.143469,0.55259,-3.61386,1.71436
5.465,-0.88501,0.344307,0.465876,-3.41371,1.71642
5.47,-0.90332,0.498386,0.225076,-3.22067,1.65436
5.475,-0.592041,0.591517,-0.00334908,-3.03523,1.53061
5.48,-0.366211,0.61783,-0.0752978,-2.85782,1.34996
5.485,-0.415039,0.579901,0.0437685,-2.68891,1.11945
5.49,-0.604248,0.487841,0.250975,-2.52892,0.848107
5.495,-0.939941,0.357488,0.362904,-2.37829,0.546632
5.5,-1.26953,0.207849,0.231921,-2.23743,0.226876
5.505,-1.9165,0.058181,-0.147021,-2.10672,-0.0986327
5.51,-2.55127,-0.0746492,-0.608166,-1.98653,-0.417101
5.515,-2.97852,-0.17844,-0.89584,-1.8772,-0.71607
5.52,-3.20435,-0.246797,-0.814498,-1.77905,-0.983887
5.525,-3.10059,-0.279287,-0.355167,-1.69235,-1.21011
5.53,-2.55737,-0.280805,0.284607,-1.61736,-1.38578
5.535,-1.45874,-0.260086,0.806131,-1.5543,-1.50406
5.54,-1.08643,-0.227513,0.977362,-1.50335,-1.56041
5.545,-1.44043,-0.193104,0.760412,-1.46465,-1.55274
5.55,-2.31323,-0.164654,0.317527,-1.43832,-1.48141
5.555,-2.67944,-0.146434,-0.104422,-1.42444,-1.3494
5.56,-2.54517,-0.13842,-0.329685,-1.42301,-1.16209
5.565,-2.2583,-0.136693,-0.343305,-1.43402,-0.927091
5.57,-2.19116,-0.1346,-0.263672,-1.45741,-0.653951
5.575,-2.23389,-0.124201,-0.226808,-1.49308,-0.353636
5.58,-1.80664,-0.0980846,-0.274048,-1.54088,-0.0382021
5.585,-1.39771,-0.0512052,-0.328926,-1.6006,0.279612
5.59,-1.28784,0.0177323,-0.274359,-1.67199,0.586993
5.595,-0.585938,0.105492,-0.0642191,-1.75475,0.871558
5.6,0.360107,0.204263,0.22278,-1.84855,1.12188
5.605,0.732422,0.302549,0.433291,-1.953,1.3278
5.61,0.543213,0.386617,0.454835,-2.06768,1.48095
5.615,0.476074,0.442698,0.304659,-2.19213,1.5751
5.62,0.292969,0.459147,0.118187,-2.32583,1.60624
5.625,-0.140381,0.428355,0.041356,-2.46819,1.57275
5.63,-0.708008,0.348319,0.108013,-2.6186,1.47562
5.635,-1.49536,0.223386,0.202294,-2.77639,1.31828
5.64,-2.28271,0.0640967,0.144364,-2.94087,1.10656
5.645,-3.07617,-0.113775,-0.156877,-3.11132,0.848468
5.65,-4.11987,-0.291124,-0.60036,-3.28696,0.553899
5.655,-5.23071,-0.447663,-0.92509,-3.46701,0.234113
5.66,-6.20728,-0.564546,-0.87137,-3.65064,-0.0986791
5.665,-6.35376,-0.626962,-0.366581,-3.837,-0.431629
5.67,-5.87769,-0.626128,0.395008,-4.02521,-0.751808
5.675,-5.08423,-0.560326,1.04297,-4.21438,-1.04675
5.68,-5.12695,-0.435273,1.24316,-4.40361,-1.30504
5.685,-6.14624,-0.263647,0.898233,-4.59197,-1.51662
5.69,-7.44019,-0.0635211,0.204882,-4.77854,-1.67327
5.695,-8.03833,0.143575,-0.467971,-4.96239,-1.76877
5.7,-7.92847,0.335289,-0.799972,-5.14259,-1.79925
5.705,-7.69043,0.491142,-0.698954,-5.31821,-1.76326
5.71,-7.53174,0.594751,-0.328153,-5.48832,-1.66191
5.715,-7.44629,0.635665,0.0257369,-5.65203,-1.49879
5.72,-7.23877,0.6105,0.146586,-5.80842,-1.27983
5.725,-6.95801,0.523213,0.0192008,-5.95664,-1.01309
5.73,-6.84814,0.384276,-0.183036,-6.09583,-0.708337
5.735,-6.57349,0.209368,-0.236195,-6.22519,-0.376715
5.74,-6.16455,0.0175986,-0.0303174,-6.34394,-0.030425
5.745,-5.94482,-0.170663,0.349746,-6.45131,0.317796
5.75,-5.47485,-0.33608,0.677625,-6.54661,0.655265
5.755,-4.99268,-0.462348,0.730229,-6.62918,0.969718
5.76,-4.95605,-0.537736,0.430296,-6.69841,1.24976
5.765,-5.40771,-0.556261,-0.101087,-6.75374,1.48533
5.77,-5.85938,-0.518043,-0.611391,-6.79468,1.66811
5.775,-6.21338,-0.429066,-0.856549,-6.82077,1.79188
5.78,-6.01807,-0.30023,-0.72999,-6.83162,1.85261
5.785,-5.10864,-0.146024,-0.31038,-6.82689,1.84855
5.79,-4.3457,0.016993,0.190333,-6.80632,1.78045
5.795,-4.14429,0.17192,0.541836,-6.76971,1.65157
5.8,-4.19312,0.303271,0.607163,-6.71691,1.46735
5.805,-4.40063,0.398511,0.396779,-6.64786,1.23506
5.81,-4.71191,0.44911,0.0472311,-6.56257,0.963704
5.815,-4.98047,0.451218,-0.25754,-6.4611,0.663626
5.82,-5.05981,0.405937,-0.376342,-6.3436,0.346132
5.825,-5.71289,0.319132,-0.270931,-6.21028,0.0230272
5.83,-6.08521,0.200723,-0.0128669,-6.06144,-0.293779
5.835,-5.57251,0.0635679,0.257842,-5.89741,-0.592894
5.84,-5.48706,-0.0777784,0.400093,-5.71865,-0.863821
5.845,-5.98755,-0.208632,0.334505,-5.52563,-1.09719
5.85,-6.7749,-0.315608,0.0766311,-5.31892,-1.28523
5.855,-7.05566,-0.387988,-0.26942,-5.09918,-1.42212
5.86,-6.84204,-0.418491,-0.552516,-4.8671,-1.50404
5.865,-6.67114,-0.404152,-0.636871,-4.62342,-1.52933
5.87,-6.40869,-0.34678,-0.459204,-4.36897,-1.49854
5.875,-5.78613,-0.252724,-0.0607229,-4.10459,-1.41435
5.88,-4.58374,-0.132177,0.418187,-3.83119,-1.28147
5.885,-3.35693,0.00203118,0.784648,-3.54972,-1.10634
5.89,-2.74658,0.135701,0.870232,-3.26116,-0.896845
5.895,-2.66724,0.254805,0.607338,-2.96656,-0.661958
5.9,-2.67944,0.346929,0.0737226,-2.66698,-0.411509
5.905,-2.83813,0.402431,-0.523006,-2.36352,-0.15572
5.91,-2.64893,0.415392,-0.925741,-2.0573,0.0952372
5.915,-2.00195,0.384371,-0.945336,-1.74948,0.331648
5.92,-1.17798,0.31258,-0.55866,-1.44121,0.544552
5.925,-0.646973,0.207506,0.0669126,-1.13366,0.726166
5.93,-0.115967,0.080081,0.645542,-0.82801,0.870278
5.935,0.811768,-0.0565057,0.911095,-0.525433,0.972362
