sec,EEG,alpha,beta,delta,theta 
24.9,15.6067,-0.234807,-0.349954,15.6769,-1.24554
24.905,15.8813,-0.345015,-0.284891,15.9078,-1.47009
24.91,15.2771,-0.398733,-0.146563,16.1619,-1.64366
24.915,15.2466,-0.396031,-0.0175875,16.4392,-1.76141
24.92,15.8569,-0.344393,0.0522537,16.7398,-1.8207
24.925,16.5771,-0.257079,0.0607026,17.0637,-1.82128
24.93,17.0532,-0.150949,0.0401054,17.4107,-1.76495
24.935,17.5049,-0.0439411,0.0304301,17.7805,-1.6554
24.94,18.0664,0.047785,0.0525991,18.1726,-1.49813
24.945,18.4143,0.112096,0.0956978,18.5865,-1.30029
24.95,18.5242,0.142311,0.121188,19.0216,-1.07018
24.955,19.165,0.13787,0.0838324,19.4771,-0.816832
24.96,20.1904,0.103898,-0.0378751,19.9519,-0.549858
24.965,20.636,0.0502716,-0.216267,20.4452,-0.279032
24.97,20.5811,-0.0103638,-0.372602,20.9557,-0.0138201
24.975,20.6238,-0.0649717,-0.410546,21.4824,0.237066
24.98,21.5088,-0.101987,-0.27438,22.024,0.4657
24.985,22.6013,-0.113106,0.0029454,22.5791,0.665165
24.99,23.468,-0.094774,0.300249,23.1462,0.829987
24.995,23.999,-0.048654,0.465336,23.7241,0.956345
25,24.7253,0.0188551,0.401951,24.3109,1.04215
25.005,25.0549,0.0976998,0.132878,24.9053,1.08676
25.01,24.8291,0.175545,-0.20396,25.5056,1.09099
25.015,24.9268,0.239632,-0.432171,26.1102,1.05724
25.02,25.9583,0.278917,-0.440905,26.7175,0.98917
25.025,26.7212,0.285919,-0.248021,27.3258,0.891315
25.03,27.179,0.257549,0.0175072,27.9335,0.769092
25.035,27.6123,0.195463,0.201826,28.5389,0.628494
25.04,28.0579,0.105996,0.221679,29.1405,0.475772
25.045,28.5034,-0.000575249,0.105317,29.7366,0.317093
25.05,28.6072,-0.111678,-0.0420125,30.3259,0.158382
25.055,28.8269,-0.214281,-0.119584,30.9067,0.00510336
25.06,29.8706,-0.296285,-0.0984077,31.4776,-0.137948
25.065,30.6641,-0.348034,-0.0285923,32.0373,-0.266851
25.07,30.5786,-0.363692,0.012943,32.5845,-0.378563
25.075,30.9021,-0.34188,-0.0123511,33.118,-0.47086
25.08,32.2571,-0.285582,-0.0772306,33.6367,-0.542559
25.085,33.2031,-0.201364,-0.117614,34.1394,-0.593558
25.09,33.7219,-0.098534,-0.089794,34.6252,-0.624531
25.095,34.2773,0.0119034,-0.00978717,35.0933,-0.636788
25.1,35.1379,0.118759,0.058087,35.5428,-0.632422
25.105,36.0535,0.212061,0.0531233,35.9731,-0.614017
25.11,36.4075,0.28394,-0.0289754,36.3835,-0.584431
25.115,37.03,0.329176,-0.125947,36.7736,-0.54647
25.12,37.9578,0.345624,-0.153427,37.1431,-0.502861
25.125,38.4766,0.334172,-0.0705077,37.4915,-0.456282
25.13,38.324,0.298097,0.0841266,37.8187,-0.409101
25.135,38.7207,0.242276,0.211756,38.1245,-0.363216
25.14,39.8682,0.172623,0.218417,38.4091,-0.320074
25.145,40.2771,0.0954507,0.079391,38.6723,-0.280708
25.15,39.8071,0.0167552,-0.140277,38.9145,-0.245589
25.155,39.5203,-0.0584226,-0.324603,39.1357,-0.214605
25.16,39.8682,-0.126142,-0.37777,39.3363,-0.187311
25.165,40.3748,-0.183444,-0.279294,39.5166,-0.163059
25.17,40.5884,-0.228267,-0.0897586,39.677,-0.140796
25.175,40.9485,-0.259284,0.0938709,39.818,-0.119106
25.18,41.5222,-0.275596,0.198546,39.9401,-0.0963648
25.185,41.7175,-0.276458,0.211055,40.0438,-0.0712312
25.19,41.1316,-0.26142,0.170642,40.1296,-0.0427636
25.195,40.8447,-0.230602,0.127114,40.1982,-0.0101027
25.2,41.7114,-0.184577,0.0988803,40.2501,0.0272235
25.205,42.4133,-0.124476,0.0623662,40.2859,0.0692823
25.21,42.1326,-0.0524128,-0.0219108,40.3061,0.115775
25.215,41.2537,0.0282169,-0.168387,40.3114,0.165992
25.22,41.1499,0.112765,-0.341437,40.3024,0.218852
25.225,41.6138,0.195479,-0.465513,40.2796,0.272678
25.23,41.9006,0.269914,-0.462829,40.2434,0.325469
25.235,41.9189,0.329187,-0.298066,40.1944,0.37521
25.24,42.0532,0.366929,-0.0033786,40.133,0.419697
25.245,42.0898,0.37817,0.330162,40.0595,0.456584
25.25,41.6809,0.359896,0.587796,39.9744,0.483659
25.255,41.5344,0.311461,0.673041,39.8778,0.499015
25.26,41.5039,0.235087,0.539629,39.7701,0.500937
25.265,41.0217,0.136002,0.208305,39.6513,0.488062
25.27,39.4531,0.02198,-0.233597,39.5216,0.459555
25.275,38.0493,-0.0974185,-0.649423,39.381,0.415216
25.28,37.7197,-0.21153,-0.889954,39.2295,0.355358
25.285,37.4878,-0.309532,-0.846892,39.0669,0.28079
25.29,37.0972,-0.381899,-0.506296,38.8932,0.192898
25.295,37.3169,-0.421413,0.0256423,38.7082,0.0937398
25.3,37.5732,-0.423773,0.548607,38.5116,-0.0141017
25.305,37.3962,-0.388195,0.849969,38.303,-0.127793
25.31,36.3892,-0.317534,0.807002,38.0822,-0.244237
25.315,35.8093,-0.218198,0.453833,37.8488,-0.360012
25.32,35.8032,-0.0993657,-0.0319106,37.6023,-0.471628
25.325,35.5164,0.0280689,-0.423674,37.3422,-0.575742
25.33,34.3994,0.152339,-0.569218,37.0682,-0.669228
25.335,33.606,0.26182,-0.467219,36.7798,-0.749122
25.34,33.905,0.346585,-0.250067,36.4763,-0.812822
25.345,34.5764,0.399402,-0.0834474,36.1575,-0.858216
25.35,34.3079,0.416355,-0.0506921,35.8228,-0.883672
25.355,33.7891,0.396947,-0.102149,35.4717,-0.887985
25.36,33.5022,0.344201,-0.107748,35.1039,-0.870555
25.365,33.4045,0.264229,0.0294138,34.719,-0.831576
25.37,33.0566,0.165396,0.282516,34.3166,-0.771947
25.375,33.0261,0.0573537,0.502837,33.8966,-0.69305
25.38,33.3252,-0.0499252,0.518284,33.4586,-0.596709
25.385,32.9834,-0.146963,0.260411,33.0025,-0.485324
25.39,31.6467,-0.225814,-0.170941,32.5283,-0.361715
25.395,30.5176,-0.280912,-0.558053,32.0361,-0.229007
25.4,30.2979,-0.309349,-0.699563,31.5258,-0.0905919
25.405,30.4749,-0.310791,-0.535847,30.9979,0.0499338
25.41,30.4138,-0.287294,-0.17883,30.4526,0.188989
25.415,30.5115,-0.243082,0.169188,29.8904,0.323141
25.42,30.5847,-0.183749,0.345844,29.3118,0.449169
25.425,29.9927,-0.115419,0.317859,28.7175,0.563919
25.43,29.1382,-0.0442145,0.173018,28.1083,0.664567
25.435,28.5522,0.0243012,0.0327107,27.4853,0.748712
25.44,28.7415,0.0856913,-0.0410306,26.8493,0.814313
25.445,28.5034,0.136949,-0.0716887,26.2016,0.859646
25.45,27.3315,0.17637,-0.116207,25.5436,0.883587
25.455,26.2695,0.203214,-0.189202,24.8765,0.885695
25.46,25.9766,0.217634,-0.234716,24.2019,0.866073
25.465,25.6653,0.220673,-0.174841,23.5216,0.82525
25.47,24.8352,0.213618,0.0064713,22.8372,0.764264
25.475,24.0601,0.197318,0.220062,22.1505,0.684759
25.48,23.6145,0.172404,0.313944,21.4636,0.588787
25.485,23.1628,0.13935,0.182178,20.7785,0.478703
25.49,21.6187,0.0986035,-0.141104,20.0971,0.357154
25.495,20.0684,0.0507325,-0.479115,19.4218,0.227222
25.5,19.3542,-0.00324078,-0.615431,18.7547,0.0921455
25.505,19.1711,-0.0614699,-0.436766,18.098,-0.0448178
25.51,18.4326,-0.12135,-0.0151808,17.454,-0.180273
25.515,17.7124,-0.179409,0.4302,16.8251,-0.310746
25.52,17.4011,-0.231281,0.666991,16.2134,-0.433005
25.525,16.6077,-0.271861,0.586364,15.6212,-0.544192
25.53,15.1184,-0.295793,0.25403,15.0509,-0.641646
25.535,13.8428,-0.298425,-0.150945,14.5045,-0.722987
25.54,13.1226,-0.276381,-0.455705,13.9843,-0.786163
25.545,12.5671,-0.228068,-0.583234,13.4923,-0.82975
25.55,11.7126,-0.154394,-0.556802,13.0305,-0.853082
25.555,11.261,-0.0591965,-0.43636,12.6007,-0.855853
25.56,11.3403,0.0510136,-0.254682,12.2048,-0.838097
25.565,11.2122,0.167353,-0.009895,11.8444,-0.800494
25.57,11.0657,0.27924,0.286864,11.5209,-0.744196
25.575,10.9985,0.375246,0.560695,11.2359,-0.670775
25.58,11.1328,0.444476,0.681715,10.9903,-0.582302
25.585,11.0229,0.477859,0.541597,10.7854,-0.481304
25.59,10.1318,0.469249,0.148561,10.6219,-0.370578
25.595,9.17358,0.416272,-0.342176,10.5004,-0.253123
25.6,9.11865,0.321017,-0.701304,10.4215,-0.132099
25.605,9.25293,0.190275,-0.761096,10.3854,-0.0108895
25.61,9.12476,0.0349255,-0.520367,10.3922,0.107174
25.615,9.05762,-0.131033,-0.141381,10.4416,0.219009
25.62,9.85107,-0.291745,0.162659,10.5333,0.321777
25.625,10.5957,-0.430925,0.268605,10.6667,0.412771
25.63,10.4919,-0.53394,0.212824,10.841,0.489569
25.635,10.2783,-0.589525,0.138062,11.0552,0.550379
25.64,10.9192,-0.590861,0.161728,11.3081,0.593958
25.645,11.853,-0.536209,0.270653,11.5983,0.619508
25.65,12.0483,-0.429558,0.326751,11.9241,0.626801
25.655,12.1521,-0.280324,0.181665,12.2837,0.61617
25.66,12.9211,-0.102397,-0.185061,12.6752,0.588401
25.665,13.5132,0.087267,-0.614579,13.0963,0.544609
25.67,13.2324,0.270526,-0.851177,13.5448,0.486424
25.675,13.3789,0.429933,-0.709814,14.0182,0.416041
25.68,14.7949,0.550538,-0.214159,14.5139,0.33595
25.685,16.5405,0.621501,0.396272,15.0291,0.248646
25.69,17.4866,0.637136,0.802617,15.561,0.156748
25.695,17.4988,0.597165,0.796915,16.1068,0.0630202
25.7,17.45,0.506706,0.404094,16.6634,-0.029726
25.705,17.2119,0.37574,-0.14096,17.2278,-0.118903
25.71,16.9617,0.217576,-0.54063,17.7969,-0.202172
25.715,17.3767,0.0471518,-0.609252,18.3676,-0.277409
25.72,18.3838,-0.120446,-0.367693,18.9368,-0.342762
25.725,19.3481,-0.271309,-0.00798895,19.5014,-0.396917
25.73,19.4458,-0.394133,0.238901,20.0584,-0.438994
25.735,19.1223,-0.481169,0.243788,20.6047,-0.46845
25.74,19.6838,-0.52833,0.0442665,21.1375,-0.48514
25.745,20.6177,-0.535067,-0.195677,21.6539,-0.489385
25.75,21.3379,-0.503922,-0.296582,22.1511,-0.481812
25.755,21.9238,-0.44008,-0.175222,22.6266,-0.463278
25.76,22.5098,-0.350244,0.106695,23.0779,-0.434918
25.765,23.1689,-0.241467,0.378074,23.5026,-0.398277
25.77,23.8464,-0.120767,0.458798,23.8986,-0.35498
25.775,24.6887,0.00500667,0.267759,24.2638,-0.306594
25.78,25.3174,0.129681,-0.121513,24.5966,-0.254608
25.785,25.3906,0.247768,-0.510323,24.8952,-0.200631
25.79,25.0854,0.354018,-0.678292,25.1583,-0.1461
25.795,25.1526,0.443231,-0.50791,25.3846,-0.0922048
25.8,26.2817,0.510254,-0.0612367,25.5731,-0.0399887
25.805,27.3499,0.550001,0.441533,25.7232,0.00960921
25.81,27.5269,0.557729,0.73703,25.8343,0.0558278
25.815,27.3254,0.529422,0.664283,25.906,0.0982559
25.82,26.9653,0.462581,0.256088,25.9383,0.136668
25.825,26.2634,0.357395,-0.279317,25.9313,0.170915
25.83,25.3052,0.217414,-0.673876,25.8853,0.200903
25.835,24.9207,0.0497506,-0.746248,25.801,0.226659
25.84,25.0977,-0.134738,-0.491749,25.6791,0.248312
25.845,25.7629,-0.321747,-0.0648546,25.5205,0.26593
25.85,25.4639,-0.494622,0.323571,25.3265,0.279643
25.855,24.6948,-0.635919,0.523312,25.0984,0.289629
25.86,24.4812,-0.729427,0.5037,24.8377,0.295887
25.865,24.2554,-0.761968,0.332517,24.546,0.298093
25.87,23.7,-0.72547,0.107772,24.2252,0.295862
25.875,23.2788,-0.618573,-0.0997244,23.8773,0.288936
25.88,23.175,-0.447211,-0.2589,23.5042,0.277089
25.885,23.0103,-0.224482,-0.355369,23.1083,0.259933
25.89,22.2839,0.0300794,-0.369257,22.6916,0.236965
25.895,22.0215,0.291965,-0.281089,22.2565,0.207814
25.9,22.9614,0.534349,-0.102921,21.8054,0.172233
25.905,23.468,0.731361,0.10155,21.3407,0.130001
25.91,22.6563,0.861109,0.239266,20.8647,0.0810211
25.915,21.8506,0.90817,0.244193,20.3798,0.0255679
25.92,21.4905,0.865867,0.128165,19.8885,-0.0358108
25.925,21.3623,0.737272,-0.0197543,19.3931,-0.102404
25.93,20.5505,0.535161,-0.0910863,18.8959,-0.173154
25.935,19.1956,0.280498,-0.0356162,18.3991,-0.246614
25.94,18.4875,0.00037073,0.0984059,17.9049,-0.32109
25.945,18.0969,-0.275052,0.193307,17.4155,-0.394782
25.95,16.98,-0.516087,0.146168,16.9326,-0.465712
25.955,15.9546,-0.697325,-0.0518527,16.4582,-0.531658
25.96,14.9658,-0.800493,-0.299626,15.994,-0.590288
25.965,14.3005,-0.816476,-0.446609,15.5415,-0.639448
25.97,13.5498,-0.746209,-0.390436,15.1023,-0.677081
25.975,13.4705,-0.600579,-0.145467,14.6774,-0.701189
25.98,13.8611,-0.39868,0.16147,14.2681,-0.709954
25.985,13.9038,-0.165291,0.368063,13.8753,-0.702092
25.99,13.3789,0.0721806,0.37471,13.4998,-0.676782
25.995,12.8845,0.287009,0.199427,13.1422,-0.633414
26,12.6648,0.456467,-0.0418085,12.803,-0.571846
26.005,12.4817,0.564627,-0.211158,12.4825,-0.49266
26.01,12.1765,0.603751,-0.231399,12.1807,-0.397109
26.015,11.8835,0.574592,-0.122379,11.8976,-0.286949
26.02,11.6089,0.48597,0.0250253,11.6331,-0.164356
26.025,11.4197,0.353311,0.113986,11.3867,-0.0320448
26.03,10.8337,0.196115,0.101204,11.1581,0.106919
26.035,10.321,0.0352046,0.0133214,10.9466,0.249221
26.04,10.5957,-0.109859,-0.0838359,10.7514,0.391199
26.045,10.4614,-0.223124,-0.137416,10.5718,0.528899
26.05,9.61914,-0.294381,-0.140796,10.4067,0.658337
26.055,9.0332,-0.320074,-0.126118,10.2551,0.775768
26.06,9.50317,-0.302932,-0.124526,10.1159,0.877785
26.065,10.1074,-0.250815,-0.12781,9.98793,0.961072
26.07,9.8999,-0.175056,-0.086076,9.86988,1.02276
26.075,9.27734,-0.0889237,0.0501123,9.76052,1.06054
26.08,9.32007,-0.00571965,0.269013,9.65854,1.07272
26.085,9.98535,0.0635404,0.471331,9.56263,1.0582
26.09,9.68628,0.111598,0.511249,9.47149,1.01658
26.095,8.97827,0.135136,0.289706,9.3838,0.948256
26.1,8.45947,0.13501,-0.156863,9.29828,0.854396
26.105,7.84302,0.115507,-0.640967,9.2137,0.736765
26.11,7.15942,0.0832172,-0.907025,9.1289,0.597841
26.115,6.70776,0.0455957,-0.777804,9.04276,0.440868
26.12,7.2876,0.00966841,-0.274749,8.95422,0.269581
26.125,7.97119,-0.0190775,0.370136,8.86233,0.0880175
26.13,8.12988,-0.0373012,0.833966,8.76625,-0.0994099
26.135,7.94678,-0.0443462,0.886127,8.66517,-0.287964
26.14,7.51343,-0.0416805,0.521364,8.55843,-0.472831
26.145,7.14111,-0.0320557,-0.0411365,8.44546,-0.64927
26.15,6.68335,-0.0188339,-0.495324,8.32583,-0.812795
26.155,6.12793,-0.00525303,-0.633944,8.19918,-0.959056
26.16,6.45142,0.00634749,-0.459922,8.06529,-1.0841
26.165,7.22046,0.0151923,-0.155422,7.92407,-1.18462
26.17,7.18994,0.0220361,0.0640473,7.77557,-1.25798
26.175,7.21436,0.0286167,0.103855,7.61992,-1.30221
26.18,7.31812,0.0371904,0.039628,7.45733,-1.31615
26.185,7.57446,0.0497935,0.0306448,7.28816,-1.29951
26.19,7.67212,0.0671876,0.171094,7.11286,-1.25275
26.195,8.11157,0.0882845,0.392417,6.93198,-1.17704
26.2,8.55713,0.110132,0.497928,6.74617,-1.07436
26.205,8.75244,0.128281,0.310889,6.55616,-0.947552
26.21,8.06885,0.137284,-0.171487,6.36274,-0.800273
26.215,7.33643,0.13148,-0.732668,6.16675,-0.636586
26.22,7.57446,0.106385,-1.04768,5.96909,-0.460909
26.225,8.21533,0.0600316,-0.883688,5.7707,-0.278204
26.23,8.31299,-0.00607693,-0.257204,5.57257,-0.0937271
26.235,8.19702,-0.0867544,0.555141,5.37566,0.0874163
26.24,9.21021,-0.173369,1.1629,5.18094,0.260232
26.245,9.91211,-0.254495,1.27405,4.9894,0.419838
26.25,8.96606,-0.317356,0.845914,4.80202,0.561777
26.255,7.23267,-0.349863,0.0898499,4.61974,0.682318
26.26,6.22559,-0.342601,-0.658221,4.44343,0.778362
26.265,5.7251,-0.290495,-1.11124,4.27393,0.8475
26.27,5.66406,-0.194036,-1.14574,4.11202,0.888263
26.275,6.00586,-0.0600277,-0.813313,3.9584,0.900244
26.28,6.20728,0.0988327,-0.272517,3.81369,0.884015
26.285,6.04858,0.265283,0.295459,3.67842,0.840921
26.29,5.75562,0.419283,0.740254,3.55305,0.773227
26.295,5.88989,0.540223,0.957098,3.43787,0.684248
26.3,5.92041,0.610055,0.891262,3.33308,0.578088
26.305,5.32227,0.616121,0.552587,3.23881,0.459407
26.31,3.71704,0.553126,0.0349524,3.15505,0.333339
26.315,1.96533,0.424019,-0.490456,3.08165,0.205303
26.32,1.13525,0.240161,-0.830889,3.01833,0.0808571
26.325,1.11694,0.0202145,-0.859893,2.96475,-0.0346383
26.33,0.78125,-0.212106,-0.584972,2.92043,-0.136252
26.335,0.00610352,-0.430903,-0.147093,2.88477,-0.219447
26.34,0.0793457,-0.61118,0.255342,2.85705,-0.280342
26.345,0.152588,-0.73185,0.473877,2.83646,-0.316058
26.35,-0.445557,-0.778448,0.479643,2.82208,-0.324854
26.355,-0.927734,-0.745073,0.353083,2.81291,-0.30612
26.36,-1.0498,-0.635145,0.20674,2.80787,-0.260477
26.365,-0.616455,-0.460613,0.10165,2.80582,-0.189949
26.37,-0.726318,-0.2404,0.0208452,2.80557,-0.0979818
26.375,-1.26953,0.00193048,-0.0871208,2.80585,0.0109164
26.38,-1.07422,0.241313,-0.238195,2.80536,0.131329
26.385,-0.213623,0.454212,-0.377234,2.8028,0.256855
26.39,-0.286865,0.621132,-0.412288,2.79687,0.380316
26.395,-0.366211,0.728528,-0.290918,2.78628,0.494282
26.4,0.494385,0.770107,-0.0557372,2.7697,0.591285
26.405,0.970459,0.746967,0.174336,2.74591,0.663996
26.41,0.799561,0.666529,0.288648,2.71372,0.705669
26.415,0.848389,0.540627,0.266867,2.672,0.710536
26.42,1.07422,0.383382,0.191578,2.61967,0.674047
26.425,1.24512,0.209482,0.172808,2.55578,0.592987
26.43,1.11084,0.0323647,0.242531,2.47945,0.465767
26.435,0.646973,-0.137248,0.310461,2.38993,0.292759
26.44,0.537109,-0.291732,0.22477,2.28661,0.076391
26.445,0.970459,-0.426284,-0.0995827,2.16901,-0.178967
26.45,0.512695,-0.538225,-0.574843,2.03685,-0.466952
26.455,-0.146484,-0.62594,-0.954806,1.88992,-0.779223
26.46,-0.0671387,-0.687415,-0.975737,1.72822,-1.10574
26.465,0.476074,-0.719435,-0.536334,1.55192,-1.43522
26.47,1.3855,-0.717193,0.20929,1.36137,-1.75529
26.475,1.9104,-0.674828,0.918532,1.15709,-2.05281
26.48,2.81982,-0.586487,1.25335,0.939809,-2.31457
26.485,3.32031,-0.44774,1.07228,0.710411,-2.52785
26.49,2.56348,-0.257652,0.499596,0.469983,-2.6808
26.495,1.19629,-0.0208185,-0.169766,0.219772,-2.76282
26.5,0.878906,0.25158,-0.656344,-0.0388,-2.76505
26.505,1.61743,0.541478,-0.842895,-0.30412,-2.68099
26.51,2.24609,0.824566,-0.790595,-0.574409,-2.50675
26.515,2.39258,1.07185,-0.631737,-0.847763,-2.24133
26.52,2.33765,1.2528,-0.442023,-1.12214,-1.88689
26.525,2.69165,1.33958,-0.196558,-1.39534,-1.44899
26.53,3.07007,1.31088,0.16221,-1.66504,-0.936479
26.535,3.74146,1.15533,0.609431,-1.92884,-0.361071
26.54,4.23584,0.874444,0.981842,-2.18424,0.262767
26.545,4.30298,0.484253,1.04669,-2.42866,0.917984
26.55,3.24707,0.0150373,0.661383,-2.65947,1.58547
26.555,1.84326,-0.49108,-0.0902742,-2.87401,2.24474
26.56,0.616455,-0.984112,-0.893455,-3.06959,2.87462
26.565,0.0366211,-1.41139,-1.35149,-3.24352,3.45373
26.57,-0.3479,-1.72372,-1.20613,-3.39312,3.96143
26.575,0.0305176,-1.88168,-0.497375,-3.5158,4.37864
26.58,1.00708,-1.86061,0.4412,-3.60901,4.68836
26.585,1.78833,-1.65428,1.15201,-3.67026,4.87624
26.59,1.33667,-1.27649,1.29303,-3.69718,4.93126
26.595,0.549316,-0.760633,0.811389,-3.68751,4.84644
26.6,0.311279,-0.156224,-0.0411585,-3.63918,4.61913
26.605,0.134277,0.476355,-0.850765,-3.55021,4.25103
26.61,-0.402832,1.07239,-1.2547,-3.41885,3.7483
26.615,-1.22681,1.57005,-1.1075,-3.24352,3.12169
26.62,-1.24512,1.91747,-0.523774,-3.02287,2.38618
26.625,-1.06201,2.07879,0.207374,-2.75576,1.56056
26.63,-1.69067,2.03818,0.778322,-2.44129,0.666958
26.635,-2.85645,1.80139,1.00069,-2.07881,-0.269653
26.64,-3.80249,1.39499,0.862801,-1.66795,-1.22227
26.645,-5.59082,0.863131,0.492587,-1.2086,-2.16291
26.65,-8.30078,0.262146,0.0644028,-0.700909,-3.06342
26.655,-10.7544,-0.346166,-0.291592,-0.145317,-3.8963
26.66,-11.3586,-0.901315,-0.527916,0.45745,-4.63559
26.665,-10.9802,-1.35055,-0.658593,1.1064,-5.2579
26.67,-11.261,-1.65449,-0.703349,1.80026,-5.74314
26.675,-11.6821,-1.79097,-0.647681,2.53744,-6.075
26.68,-11.7065,-1.75642,-0.451782,3.3161,-6.24172
26.685,-9.76563,-1.56473,-0.100318,4.13413,-6.23669
26.69,-6.32324,-1.24464,0.34807,4.98915,-6.05856
26.695,-3.84521,-0.835618,0.755651,5.87853,-5.71122
26.7,-2.29492,-0.382779,0.960043,6.79937,-5.20372
26.705,0.0671387,0.0685005,0.861105,7.74859,-4.55022
26.71,2.01416,0.477601,0.483743,8.72292,-3.7695
26.715,4.56543,0.81226,-0.0267962,9.71889,-2.88411
26.72,7.69653,1.05111,-0.47799,10.7328,-1.91986
26.725,10.1624,1.18464,-0.728038,11.7608,-0.905019
26.73,12.1582,1.21431,-0.744777,12.799,0.130638
26.735,14.6484,1.15062,-0.594153,13.8433,1.15691
26.74,17.7429,1.01037,-0.376006,14.8895,2.14414
26.745,21.3745,0.814195,-0.156417,15.9334,3.064
26.75,23.8098,0.583678,0.0537725,16.9708,3.89039
26.755,25.5371,0.338742,0.268107,17.9974,4.60033
26.76,27.5024,0.0962387,0.474426,19.0089,5.17478
26.765,29.5532,-0.130641,0.613717,20.001,5.59898
26.77,31.2927,-0.332393,0.610218,20.9695,5.8629
26.775,32.1167,-0.502739,0.430949,21.9105,5.96169
26.78,32.7576,-0.637597,0.122549,22.8198,5.89573
26.785,33.2336,-0.733828,-0.207647,23.6936,5.67033
26.79,32.9895,-0.788772,-0.452737,24.5282,5.29551
26.795,32.7942,-0.80015,-0.56365,25.3201,4.78566
26.8,33.4106,-0.766053,-0.557718,26.066,4.15906
26.805,34.137,-0.685629,-0.476178,26.7626,3.43696
26.81,33.8928,-0.560082,-0.331201,27.4072,2.6429
26.815,33.2275,-0.393798,-0.0977528,27.9971,1.80215
26.82,33.4717,-0.194803,0.23763,28.5299,0.940702
26.825,34.3079,0.0250629,0.610873,29.0035,0.0841834
26.83,34.2468,0.250485,0.865437,29.4162,-0.742911
26.835,33.5938,0.463565,0.824043,29.7665,-1.51778
26.84,32.4219,0.645488,0.414581,30.0531,-2.21996
26.845,31.4697,0.778632,-0.239448,30.2752,-2.83207
26.85,30.5176,0.848878,-0.843152,30.4323,-3.34022
26.855,29.6631,0.847385,-1.08105,30.524,-3.73426
26.86,29.0833,0.771855,-0.808932,30.5506,-4.00808
26.865,28.772,0.627803,-0.160368,30.5123,-4.15971
26.87,28.4668,0.428281,0.516993,30.41,-4.19115
26.875,28.2532,0.192411,0.864315,30.2446,-4.10791
26.88,27.8442,-0.056707,0.725016,30.0175,-3.91873
26.885,26.8738,-0.294492,0.231528,29.7303,-3.63532
26.89,24.9878,-0.497726,-0.291722,29.385,-3.27178
26.895,23.4741,-0.647297,-0.539591,28.9838,-2.84382
26.9,23.4924,-0.730203,-0.412223,28.529,-2.36823
26.905,24.3591,-0.740722,-0.0556125,28.0233,-1.86231
26.91,23.9563,-0.680953,0.260951,27.4696,-1.34315
26.915,22.8577,-0.560629,0.33516,26.8711,-0.827088
26.92,22.0764,-0.39552,0.154069,26.231,-0.329197
26.925,21.8506,-0.205022,-0.12464,25.5527,0.137105
26.93,20.9351,-0.00979494,-0.302259,24.8399,0.560484
26.935,20.3003,0.170492,-0.275887,24.0962,0.932013
26.94,20.1965,0.319364,-0.0881647,23.3254,1.24525
26.945,19.9463,0.425296,0.128411,22.5315,1.49616
26.95,19.22,0.482582,0.258072,21.7182,1.68302
26.955,18.1091,0.491289,0.268399,20.8897,1.80661
26.96,17.3706,0.456455,0.199361,20.0497,1.86989
26.965,16.8213,0.387046,0.102504,19.2022,1.87754
26.97,16.0461,0.294367,-0.00853658,18.3511,1.8357
26.975,14.8987,0.190115,-0.149698,17.5002,1.75174
26.98,14.093,0.0849003,-0.312876,16.6533,1.63369
26.985,13.5742,-0.0127306,-0.430184,15.8138,1.48972
26.99,12.5,-0.096816,-0.39901,14.9854,1.32791
26.995,11.5845,-0.16419,-0.161666,14.1714,1.15602
27,11.7676,-0.214021,0.220071,13.3749,0.981372
27.005,12.4146,-0.247013,0.566614,12.5989,0.810241
27.01,12.0789,-0.264593,0.675645,11.8464,0.647749
27.015,10.6934,-0.268389,0.450976,11.1198,0.497902
27.02,9.39331,-0.259476,-0.0207711,10.4215,0.363399
27.025,9.00879,-0.237956,-0.506578,9.7538,0.245604
27.03,9.198,-0.203351,-0.758383,9.11857,0.144793
27.035,9.0271,-0.155311,-0.655775,8.51752,0.0604001
27.04,8.91113,-0.0940383,-0.272027,7.95208,-0.00894148
27.045,9.14917,-0.0209642,0.178512,7.42347,-0.0654108
27.05,9.11865,0.0605409,0.472182,6.93264,-0.111728
27.055,8.99658,0.144828,0.499824,6.48032,-0.150683
27.06,9.15527,0.224252,0.308792,6.06694,-0.184916
27.065,9.09424,0.290035,0.045477,5.69276,-0.217001
